id,age,gender,driving_experience,education,income,credit_score,vehicle_ownership,vehicle_year,married,children,postal_code,annual_mileage,vehicle_type,speeding_violations,duis,past_accidents,brake_type,brake_pad_wear,brake_fluid_level,ABS,traction_control,average_speed,braking_habits,following_distance,brake_response_time,outcome
663729,1,0,10-19y,high school,poverty,0.41975845,0,before 2015,0,1,32765,10000.0,sedan,2,0,0,Drum,10%,High,0,0,70,Aggressive,1 car length,0.6,1
248038,2,0,10-19y,university,upper class,,1,after 2015,1,1,32765,13000.0,sedan,0,1,1,Disc,10%,High,1,1,90,Normal,3 car length,0.6,0
584335,3,0,30y+,none,upper class,0.624688006,0,after 2015,1,1,10238,14000.0,sedan,3,1,4,Drum,90%,Low,0,1,70,Normal,2 car length,0.5,0
908381,3,1,30y+,high school,middle class,0.518009822,0,before 2015,1,1,32765,8000.0,sedan,10,3,3,Drum,10%,Low,0,0,70,Aggressive,2 car length,0.8,0
48036,1,0,10-19y,university,middle class,0.672943301,0,after 2015,1,1,92101,8000.0,sedan,2,0,0,Drum,50%,Low,1,0,40,Normal,4 car length,0.7,0
87906,0,1,0-9y,university,upper class,0.514562538,1,after 2015,1,0,32765,9000.0,sedan,0,0,0,Disc,50%,High,1,0,90,Normal,4 car length,0.4,0
98260,3,0,30y+,university,upper class,,1,after 2015,0,1,10238,13000.0,sedan,2,2,2,Disc,70%,Medium,1,0,90,Conservative,4 car length,1.0,0
655543,0,0,0-9y,none,poverty,0.305421423,0,before 2015,1,0,10238,8000.0,sedan,0,0,0,Drum,30%,High,0,0,70,Normal,3 car length,0.4,1
63383,2,0,20-29y,university,middle class,0.458551923,1,before 2015,0,1,92101,13000.0,sedan,1,0,1,Drum,50%,Medium,0,0,90,Conservative,1 car length,0.7,0
362014,3,0,30y+,high school,upper class,0.805738991,1,before 2015,1,1,10238,12000.0,sedan,2,0,5,Drum,50%,High,1,0,85,Normal,3 car length,0.9,0
415219,0,0,0-9y,high school,poverty,,0,before 2015,0,0,10238,16000.0,sedan,0,0,0,Drum,50%,High,0,0,60,Conservative,3 car length,0.5,0
897379,0,1,0-9y,high school,poverty,0.204331081,1,before 2015,1,0,10238,12000.0,sedan,0,0,0,Drum,90%,Low,0,0,40,Normal,1 car length,0.5,1
462054,2,1,20-29y,none,poverty,0.286830704,1,before 2015,0,1,10238,8000.0,sedan,5,1,2,Drum,50%,High,0,0,70,Aggressive,1 car length,0.6,0
883353,2,0,20-29y,none,poverty,0.409143316,1,after 2015,0,1,32765,11000.0,sedan,3,0,1,Drum,90%,Medium,0,0,55,Normal,4 car length,0.5,0
416175,2,1,20-29y,university,upper class,0.519619302,1,after 2015,0,1,10238,13000.0,sedan,3,2,6,Drum,50%,Medium,0,1,90,Conservative,4 car length,0.4,0
296063,2,0,10-19y,university,upper class,,1,after 2015,1,1,10238,14000.0,sedan,2,0,0,Disc,10%,Medium,1,1,85,Normal,2 car length,0.7,0
150843,3,0,30y+,university,upper class,0.704110309,1,before 2015,1,1,10238,8000.0,sedan,2,0,2,Drum,30%,High,0,1,90,Normal,4 car length,1.0,0
562555,0,1,0-9y,none,poverty,0.4160201,1,before 2015,0,1,92101,15000.0,sedan,0,0,0,Drum,10%,Low,0,0,90,Conservative,2 car length,0.4,1
157916,2,1,20-29y,high school,upper class,0.810378379,1,before 2015,1,1,10238,,sedan,0,0,5,Drum,70%,High,1,1,90,Normal,4 car length,0.5,0
398578,3,1,30y+,university,upper class,,1,before 2015,1,1,10238,13000.0,sedan,3,1,6,Drum,90%,Medium,0,0,55,Normal,4 car length,0.8,0
921134,0,1,0-9y,university,upper class,0.597546623,0,before 2015,0,0,10238,16000.0,sedan,0,0,0,Drum,70%,Medium,1,0,70,Aggressive,2 car length,0.5,1
259935,1,1,10-19y,university,upper class,0.691453443,1,before 2015,1,0,10238,,sedan,0,0,0,Drum,10%,Medium,0,1,40,Normal,1 car length,0.7,0
575729,1,1,0-9y,university,upper class,0.452509477,0,before 2015,0,0,10238,18000.0,sedan,0,0,0,Drum,30%,High,0,0,85,Normal,1 car length,0.7,1
84921,2,0,0-9y,none,working class,,1,before 2015,0,0,32765,12000.0,sedan,0,0,0,Drum,90%,Medium,0,0,90,Conservative,3 car length,0.5,1
603882,2,1,20-29y,high school,working class,0.456147502,1,before 2015,0,1,10238,16000.0,sedan,2,0,1,Drum,30%,High,0,0,85,Normal,3 car length,0.5,0
802297,1,0,10-19y,university,working class,0.484670844,0,before 2015,0,1,10238,15000.0,sedan,2,0,0,Drum,50%,High,0,0,55,Normal,2 car length,0.7,1
603309,2,0,0-9y,university,upper class,0.604645235,0,after 2015,1,1,10238,13000.0,sedan,0,0,0,Disc,30%,High,1,1,60,Normal,3 car length,0.4,0
375315,2,1,10-19y,university,upper class,,1,before 2015,1,0,32765,13000.0,sports car,2,3,0,Drum,10%,Medium,1,1,70,Normal,1 car length,0.5,1
149874,2,1,10-19y,none,middle class,0.476942994,1,before 2015,0,0,10238,16000.0,sedan,1,0,3,Drum,30%,Low,0,0,85,Aggressive,2 car length,0.5,0
58284,2,1,20-29y,university,upper class,0.52485414,1,before 2015,0,0,10238,12000.0,sedan,2,1,3,Drum,90%,High,0,1,70,Aggressive,4 car length,0.7,0
169690,0,1,0-9y,university,upper class,0.615562095,0,before 2015,1,1,10238,11000.0,sedan,0,0,0,Drum,70%,Low,1,0,40,Normal,2 car length,0.7,1
643377,2,1,20-29y,university,middle class,0.561541306,0,after 2015,0,1,10238,13000.0,sedan,0,1,2,Disc,50%,High,1,1,40,Aggressive,4 car length,0.4,0
416380,1,0,10-19y,university,upper class,0.723394419,1,before 2015,0,1,10238,13000.0,sedan,0,0,2,Drum,30%,Medium,1,1,70,Aggressive,2 car length,0.6,0
446206,2,1,20-29y,high school,upper class,0.583898596,1,after 2015,0,0,10238,16000.0,sedan,0,1,1,Disc,90%,High,1,1,40,Aggressive,4 car length,0.6,0
119771,0,1,0-9y,university,middle class,0.704106308,1,before 2015,0,1,32765,,sedan,0,0,0,Drum,30%,Low,0,0,55,Aggressive,3 car length,0.7,1
887486,0,0,0-9y,high school,poverty,0.35911724,1,before 2015,1,1,10238,10000.0,sedan,0,0,0,Drum,70%,Low,0,0,90,Normal,3 car length,0.4,1
792926,2,0,10-19y,high school,upper class,0.520352999,1,before 2015,1,1,32765,6000.0,sedan,0,0,0,Drum,50%,High,1,1,70,Normal,4 car length,0.5,0
497630,3,0,10-19y,university,upper class,0.616001752,1,after 2015,0,1,32765,9000.0,sedan,0,0,0,Disc,90%,Low,1,0,85,Normal,2 car length,0.4,0
468732,1,1,0-9y,high school,working class,0.528242678,0,before 2015,0,1,10238,13000.0,sedan,0,0,0,Drum,50%,High,0,0,85,Aggressive,3 car length,0.4,1
567328,2,1,10-19y,high school,upper class,0.668601972,1,before 2015,1,0,10238,17000.0,sports car,0,1,2,Drum,30%,Medium,1,1,60,Normal,2 car length,0.4,0
957672,1,1,10-19y,university,upper class,0.62066023,1,after 2015,1,1,10238,9000.0,sedan,1,1,2,Disc,90%,High,0,0,70,Normal,2 car length,0.4,0
128918,2,1,10-19y,high school,upper class,0.609499888,1,before 2015,1,1,10238,11000.0,sedan,2,0,0,Drum,90%,Medium,0,1,70,Normal,1 car length,0.4,0
471702,3,0,10-19y,high school,upper class,0.564645292,1,after 2015,0,0,10238,,sedan,0,0,0,Disc,50%,Medium,1,0,70,Aggressive,4 car length,0.9,0
504941,1,1,10-19y,high school,working class,0.562195153,1,before 2015,0,0,10238,19000.0,sedan,0,0,0,Drum,90%,High,0,0,90,Aggressive,2 car length,0.5,0
977069,0,0,0-9y,none,working class,0.386993071,1,before 2015,0,1,10238,13000.0,sedan,0,0,0,Drum,70%,Medium,0,0,40,Aggressive,4 car length,0.5,0
357589,0,0,0-9y,high school,working class,0.496045832,0,before 2015,0,0,10238,16000.0,sedan,0,0,0,Drum,50%,High,0,0,85,Normal,2 car length,0.5,1
141554,1,1,10-19y,university,upper class,0.639190321,1,after 2015,1,1,32765,4000.0,sedan,10,0,0,Disc,50%,Low,0,1,70,Conservative,4 car length,0.7,0
838981,1,1,10-19y,high school,working class,0.378626445,0,before 2015,1,0,10238,10000.0,sedan,1,0,1,Drum,70%,High,0,0,70,Normal,3 car length,0.4,1
378303,2,0,0-9y,university,middle class,0.581428417,0,after 2015,1,1,10238,10000.0,sedan,0,0,0,Drum,50%,Medium,0,0,90,Normal,1 car length,0.5,0
112128,1,0,10-19y,none,middle class,0.514175054,1,after 2015,0,0,10238,14000.0,sedan,0,0,1,Disc,90%,Medium,0,0,90,Conservative,4 car length,0.7,0
402995,2,1,20-29y,university,upper class,0.531462023,1,before 2015,1,1,10238,12000.0,sedan,8,1,4,Drum,90%,Low,0,1,70,Conservative,3 car length,0.5,0
949788,3,0,30y+,high school,middle class,0.445783361,0,before 2015,1,1,32765,11000.0,sedan,2,1,0,Drum,90%,Low,0,0,70,Normal,3 car length,0.9,0
731473,0,0,0-9y,none,poverty,,1,after 2015,1,1,10238,13000.0,sedan,0,0,0,Disc,30%,Low,1,0,90,Normal,3 car length,0.6,0
671362,2,1,10-19y,high school,upper class,0.571965385,1,before 2015,1,0,10238,16000.0,sedan,3,0,1,Drum,70%,Medium,0,1,90,Normal,4 car length,0.7,0
479539,2,1,20-29y,high school,middle class,0.510664478,0,before 2015,1,1,10238,12000.0,sedan,2,0,3,Drum,90%,High,0,0,40,Normal,3 car length,0.5,0
239778,0,0,0-9y,none,poverty,0.228864945,0,before 2015,0,0,32765,13000.0,sedan,0,0,0,Drum,90%,High,0,0,70,Normal,2 car length,0.4,1
181858,3,1,10-19y,high school,upper class,0.625097648,0,before 2015,1,1,10238,,sedan,2,0,0,Drum,90%,Low,1,1,70,Normal,4 car length,0.8,1
401739,1,0,10-19y,none,working class,,1,after 2015,0,0,10238,11000.0,sedan,0,0,1,Disc,70%,Medium,1,1,90,Normal,4 car length,0.5,0
627751,1,0,10-19y,university,upper class,0.511430837,1,after 2015,1,1,10238,10000.0,sedan,0,0,1,Drum,10%,High,0,0,55,Normal,2 car length,0.4,0
137975,2,0,20-29y,high school,upper class,0.564942284,1,before 2015,1,1,32765,8000.0,sedan,2,0,1,Drum,90%,Low,1,1,40,Normal,4 car length,0.5,0
962966,1,1,10-19y,none,poverty,0.421769102,0,before 2015,0,1,10238,11000.0,sedan,0,0,1,Drum,50%,Low,0,0,70,Conservative,2 car length,0.4,1
557345,1,1,10-19y,university,middle class,0.542309905,1,before 2015,0,0,32765,,sedan,1,1,0,Drum,30%,High,0,0,55,Conservative,2 car length,0.7,0
156901,3,0,30y+,high school,upper class,0.732502198,1,before 2015,1,1,10238,,sedan,3,0,4,Drum,10%,Medium,1,0,55,Normal,3 car length,0.8,0
83709,2,1,20-29y,high school,upper class,,1,before 2015,1,0,32765,9000.0,sedan,10,0,3,Drum,30%,Medium,0,1,70,Conservative,2 car length,0.4,0
854217,2,1,10-19y,university,upper class,0.615752719,1,before 2015,1,1,32765,8000.0,sports car,2,0,0,Drum,70%,Medium,0,0,70,Normal,1 car length,0.4,0
218011,2,0,20-29y,university,upper class,,1,before 2015,1,0,10238,,sedan,0,0,2,Drum,30%,Low,0,0,85,Normal,2 car length,0.7,0
399675,0,0,0-9y,high school,working class,0.339104143,1,before 2015,0,0,32765,14000.0,sedan,0,0,0,Drum,50%,Low,0,0,85,Conservative,1 car length,0.5,1
971427,1,0,10-19y,high school,working class,0.565483318,1,before 2015,0,0,10238,18000.0,sedan,2,0,1,Drum,30%,High,0,0,40,Normal,2 car length,0.5,0
494823,2,0,10-19y,high school,middle class,0.600094561,0,before 2015,0,1,10238,15000.0,sedan,1,0,0,Drum,50%,Medium,0,0,60,Aggressive,2 car length,0.7,1
444919,1,1,0-9y,high school,middle class,0.47034227,1,before 2015,0,1,10238,11000.0,sedan,0,0,0,Drum,90%,High,0,0,70,Normal,4 car length,0.4,1
603013,1,0,10-19y,high school,middle class,0.405636827,1,after 2015,0,0,10238,16000.0,sedan,2,0,0,Drum,30%,Low,1,0,85,Normal,3 car length,0.4,0
645596,2,0,20-29y,high school,middle class,0.498437027,1,before 2015,1,1,10238,9000.0,sedan,0,0,2,Drum,70%,High,0,0,85,Normal,2 car length,0.6,0
837609,1,0,10-19y,none,poverty,0.28823233,0,before 2015,0,0,92101,17000.0,sedan,1,0,0,Drum,70%,Medium,0,0,85,Aggressive,1 car length,0.6,1
739670,0,0,0-9y,high school,middle class,0.440936318,0,before 2015,1,1,10238,10000.0,sedan,0,0,0,Drum,50%,High,0,0,85,Normal,2 car length,0.7,1
673316,2,0,20-29y,high school,upper class,0.701104388,1,before 2015,0,1,10238,,sports car,1,0,1,Drum,90%,Medium,1,1,70,Normal,4 car length,0.7,0
959087,1,1,0-9y,university,upper class,0.515841091,0,before 2015,0,0,10238,13000.0,sedan,0,0,0,Drum,50%,High,0,1,85,Normal,4 car length,0.7,1
269942,1,0,10-19y,high school,middle class,0.552577033,1,before 2015,1,1,10238,10000.0,sedan,0,0,0,Drum,30%,High,0,0,70,Normal,2 car length,0.4,0
597383,3,0,30y+,university,upper class,0.557160303,1,before 2015,1,0,92101,13000.0,sedan,0,0,1,Drum,30%,Low,0,0,85,Normal,2 car length,1.0,0
116223,3,0,30y+,university,upper class,0.656995235,1,after 2015,1,1,10238,8000.0,sedan,2,0,3,Drum,70%,High,0,1,90,Normal,2 car length,0.5,0
973996,0,0,0-9y,none,poverty,0.519063284,0,before 2015,0,1,10238,13000.0,sedan,0,0,0,Drum,10%,High,0,0,90,Conservative,1 car length,0.4,1
410008,1,0,0-9y,university,working class,0.530344583,1,before 2015,0,1,32765,13000.0,sedan,0,0,0,Drum,10%,High,0,0,90,Normal,3 car length,0.5,1
621145,2,0,10-19y,university,upper class,0.539158606,1,before 2015,1,0,32765,12000.0,sedan,0,0,0,Drum,70%,High,1,0,85,Normal,3 car length,0.5,0
387710,3,0,30y+,high school,upper class,0.779040138,0,after 2015,1,1,10238,10000.0,sedan,2,0,4,Disc,10%,High,1,1,90,Normal,2 car length,0.7,0
485643,3,1,0-9y,university,upper class,0.647924548,1,before 2015,1,1,10238,10000.0,sedan,0,0,0,Drum,10%,Medium,1,0,55,Normal,1 car length,0.8,1
825240,2,1,20-29y,university,upper class,0.561860679,1,before 2015,0,1,10238,14000.0,sedan,1,0,1,Drum,10%,High,1,0,70,Aggressive,2 car length,0.4,0
465478,1,0,0-9y,high school,upper class,0.57196604,1,after 2015,0,1,10238,11000.0,sedan,0,0,0,Drum,10%,Low,1,1,70,Conservative,2 car length,0.7,0
158980,2,0,0-9y,high school,upper class,0.627472269,0,before 2015,0,1,10238,13000.0,sedan,0,0,0,Drum,30%,Medium,0,0,55,Aggressive,3 car length,0.6,1
712934,0,1,0-9y,none,poverty,0.243575539,0,before 2015,0,0,32765,17000.0,sports car,0,0,0,Drum,10%,High,0,0,70,Normal,1 car length,0.6,1
749627,2,1,20-29y,high school,middle class,0.626457022,1,before 2015,0,1,32765,11000.0,sedan,4,1,3,Drum,50%,High,0,0,85,Aggressive,3 car length,0.4,0
777639,2,1,20-29y,high school,working class,0.414880731,0,before 2015,1,1,10238,14000.0,sedan,5,0,3,Drum,50%,Medium,0,0,70,Normal,2 car length,0.7,0
266513,2,0,20-29y,university,upper class,0.520945427,1,before 2015,0,1,32765,8000.0,sedan,4,0,0,Drum,10%,Low,1,0,55,Aggressive,1 car length,0.6,0
565310,0,0,0-9y,high school,poverty,0.403334268,0,before 2015,0,1,92101,8000.0,sedan,0,0,0,Drum,70%,High,0,0,55,Normal,1 car length,0.7,1
247276,1,1,10-19y,university,upper class,0.645772862,1,before 2015,0,1,10238,12000.0,sedan,0,0,5,Drum,70%,Low,0,0,55,Aggressive,3 car length,0.7,0
991678,2,1,10-19y,high school,upper class,0.536095271,1,before 2015,0,1,32765,11000.0,sports car,2,0,4,Drum,30%,High,1,1,85,Conservative,3 car length,0.7,1
442227,2,0,20-29y,none,middle class,0.742441704,1,before 2015,0,1,10238,14000.0,sedan,2,0,2,Drum,70%,High,0,0,90,Aggressive,2 car length,0.5,0
70043,3,1,30y+,university,upper class,0.564365971,1,after 2015,1,1,32765,8000.0,sedan,9,1,1,Disc,50%,Medium,0,0,90,Conservative,1 car length,0.5,0
935526,2,1,20-29y,high school,upper class,0.720039794,1,after 2015,1,1,10238,8000.0,sedan,2,0,2,Drum,90%,High,0,1,55,Normal,2 car length,0.7,0
636518,2,0,20-29y,university,upper class,0.748956725,1,before 2015,1,1,10238,,sedan,1,0,1,Drum,30%,Medium,0,1,70,Normal,4 car length,0.7,0
303443,3,0,0-9y,university,upper class,0.532484746,1,before 2015,1,1,10238,11000.0,sedan,0,0,0,Drum,70%,Medium,1,1,70,Normal,3 car length,0.9,0
870829,1,1,10-19y,none,poverty,0.307748313,0,before 2015,1,1,10238,16000.0,sedan,0,0,2,Drum,70%,High,0,0,60,Normal,3 car length,0.7,0
149365,3,0,30y+,high school,upper class,0.80607773,0,before 2015,1,1,32765,9000.0,sedan,3,1,0,Drum,90%,Medium,0,1,85,Normal,3 car length,1.0,0
430796,2,0,20-29y,none,upper class,0.600507759,1,after 2015,0,1,10238,15000.0,sedan,0,1,1,Drum,10%,High,1,1,70,Conservative,3 car length,0.6,0
143750,0,0,0-9y,none,poverty,0.469080787,0,before 2015,0,0,10238,18000.0,sedan,0,0,0,Drum,90%,High,0,0,90,Aggressive,2 car length,0.4,1
956893,0,1,0-9y,university,middle class,0.311492321,1,after 2015,0,0,10238,20000.0,sedan,0,0,0,Disc,50%,Medium,0,0,55,Conservative,4 car length,0.7,1
859164,2,1,20-29y,high school,upper class,0.69650834,1,before 2015,1,1,32765,9000.0,sedan,8,0,1,Drum,50%,Low,1,0,55,Normal,2 car length,0.4,1
924451,0,1,0-9y,high school,middle class,0.467481653,1,before 2015,1,1,10238,10000.0,sedan,0,0,0,Drum,10%,High,0,0,70,Normal,1 car length,0.4,0
568119,2,1,0-9y,high school,middle class,0.52536652,1,after 2015,0,1,10238,,sedan,0,0,0,Disc,10%,High,1,0,85,Conservative,2 car length,0.4,0
393627,3,1,0-9y,high school,upper class,0.689858517,1,before 2015,1,1,10238,8000.0,sedan,0,0,0,Drum,30%,Low,1,0,85,Normal,2 car length,1.0,0
667733,1,1,0-9y,none,poverty,0.379692997,0,before 2015,0,1,10238,14000.0,sedan,0,0,0,Drum,70%,High,0,0,40,Normal,3 car length,0.7,1
904219,1,0,10-19y,high school,working class,0.301878474,1,before 2015,0,0,32765,8000.0,sedan,1,0,0,Drum,70%,Medium,0,0,70,Aggressive,2 car length,0.5,0
331175,1,0,10-19y,university,upper class,0.715833387,1,after 2015,1,1,10238,9000.0,sedan,0,0,1,Disc,50%,High,0,1,90,Normal,1 car length,0.6,0
640807,0,0,0-9y,none,working class,0.368221011,1,before 2015,0,0,10238,13000.0,sedan,0,0,0,Drum,10%,Medium,0,0,40,Conservative,1 car length,0.4,0
767300,3,1,30y+,high school,upper class,0.599032124,1,before 2015,1,0,10238,17000.0,sedan,4,0,2,Drum,10%,Medium,0,1,70,Normal,3 car length,1.0,0
83894,2,0,20-29y,university,working class,0.585894345,1,before 2015,1,1,32765,,sedan,2,0,1,Drum,30%,High,0,0,70,Normal,1 car length,0.6,0
73652,1,0,10-19y,university,upper class,,1,before 2015,1,0,32765,9000.0,sedan,2,0,0,Drum,30%,Low,0,1,55,Normal,3 car length,0.5,0
686058,1,0,10-19y,high school,working class,0.293448014,1,after 2015,0,1,32765,,sedan,2,0,2,Drum,70%,Medium,0,0,90,Aggressive,1 car length,0.4,0
638945,0,0,0-9y,none,poverty,0.341861725,0,before 2015,0,0,10238,9000.0,sedan,0,0,0,Drum,50%,Low,0,0,70,Conservative,2 car length,0.5,1
138696,0,1,0-9y,high school,working class,0.506203178,0,before 2015,0,0,32765,10000.0,sedan,0,0,0,Drum,30%,High,0,0,70,Normal,3 car length,0.5,1
832488,0,1,0-9y,none,poverty,0.383862478,1,before 2015,0,0,10238,14000.0,sedan,0,0,0,Drum,70%,High,0,0,40,Conservative,4 car length,0.5,0
333255,3,0,20-29y,high school,upper class,0.737610068,1,before 2015,1,1,32765,11000.0,sedan,4,1,0,Drum,30%,Medium,0,1,90,Normal,1 car length,0.8,0
746691,1,1,10-19y,high school,poverty,0.490636609,1,before 2015,1,1,32765,10000.0,sedan,2,0,0,Drum,30%,High,0,0,85,Normal,3 car length,0.7,0
519878,1,1,10-19y,university,upper class,0.620127384,1,after 2015,1,1,10238,9000.0,sedan,2,0,4,Drum,10%,Low,0,1,85,Normal,3 car length,0.6,0
983527,1,1,10-19y,none,working class,0.463343187,0,before 2015,0,1,92101,17000.0,sedan,0,1,0,Drum,90%,High,0,0,85,Conservative,4 car length,0.4,1
385997,0,0,0-9y,high school,working class,0.3458428,1,after 2015,0,0,10238,,sedan,0,0,0,Drum,10%,Medium,1,0,70,Conservative,4 car length,0.7,0
804181,3,0,30y+,university,upper class,0.749894075,1,before 2015,1,1,10238,11000.0,sedan,3,0,4,Drum,90%,Medium,1,1,85,Normal,2 car length,1.0,0
428914,2,1,20-29y,university,upper class,0.764095333,1,before 2015,0,1,10238,17000.0,sedan,2,0,3,Drum,30%,High,0,1,70,Aggressive,2 car length,0.7,0
250099,3,1,30y+,university,upper class,0.637303638,1,before 2015,1,1,10238,10000.0,sedan,7,0,6,Drum,30%,High,1,0,40,Normal,3 car length,0.9,0
428284,0,0,0-9y,none,working class,,1,before 2015,0,0,32765,13000.0,sedan,0,0,0,Drum,10%,Medium,0,0,70,Conservative,1 car length,0.4,1
949028,0,1,0-9y,university,upper class,0.702043683,1,after 2015,1,1,10238,,sedan,0,0,0,Disc,50%,Medium,1,1,70,Normal,3 car length,0.5,0
344160,3,0,30y+,university,upper class,0.680530448,1,after 2015,0,1,10238,14000.0,sedan,3,1,1,Drum,30%,Low,1,1,70,Conservative,1 car length,0.4,0
774567,3,0,10-19y,university,upper class,0.529438592,1,after 2015,1,1,10238,6000.0,sedan,2,0,1,Disc,90%,Medium,0,0,90,Normal,1 car length,0.5,0
630189,0,1,0-9y,university,poverty,0.381278905,0,before 2015,0,0,32765,12000.0,sedan,0,0,0,Drum,30%,Low,0,0,70,Normal,4 car length,0.6,1
493263,3,0,30y+,high school,upper class,0.692419783,1,before 2015,1,0,10238,14000.0,sedan,1,1,0,Drum,90%,Low,0,1,90,Normal,3 car length,1.0,0
235390,3,0,30y+,university,upper class,0.695841994,1,before 2015,1,1,32765,11000.0,sedan,7,1,0,Drum,10%,Medium,1,1,40,Normal,1 car length,0.8,0
974832,2,0,0-9y,none,working class,0.601329471,0,before 2015,1,0,92101,12000.0,sedan,0,0,0,Drum,30%,Low,0,0,60,Normal,4 car length,0.5,1
135317,2,1,10-19y,university,upper class,0.549609032,1,before 2015,1,1,10238,9000.0,sedan,2,1,3,Drum,30%,Low,1,0,60,Normal,1 car length,0.7,0
139106,1,1,10-19y,university,middle class,0.627361339,0,before 2015,0,0,10238,14000.0,sedan,0,0,4,Drum,10%,Medium,0,0,70,Conservative,1 car length,0.4,1
685176,0,0,0-9y,high school,middle class,0.604104789,1,after 2015,0,0,10238,14000.0,sedan,0,0,0,Disc,70%,Medium,0,0,90,Aggressive,2 car length,0.6,0
226461,0,0,0-9y,none,working class,0.433672331,0,before 2015,0,0,10238,17000.0,sedan,0,0,0,Drum,50%,Low,0,0,70,Normal,1 car length,0.4,1
18850,1,0,10-19y,high school,poverty,0.175240246,0,before 2015,1,1,10238,14000.0,sedan,1,0,0,Drum,30%,High,0,0,70,Normal,1 car length,0.6,0
831974,0,0,0-9y,university,middle class,0.558989618,1,before 2015,1,0,92101,9000.0,sedan,0,0,0,Drum,50%,High,0,0,90,Normal,4 car length,0.4,0
901622,2,1,20-29y,high school,upper class,0.574171973,0,after 2015,1,1,32765,7000.0,sedan,6,1,6,Disc,10%,Medium,1,0,55,Normal,4 car length,0.4,1
79770,2,1,0-9y,high school,upper class,0.575674931,1,before 2015,0,0,10238,12000.0,sedan,0,0,0,Drum,70%,High,1,0,55,Aggressive,4 car length,0.5,1
325180,1,0,10-19y,none,working class,0.444032982,1,before 2015,1,1,10238,13000.0,sedan,1,0,1,Drum,10%,Medium,0,0,70,Normal,2 car length,0.4,0
124813,0,1,0-9y,university,middle class,,0,before 2015,0,0,10238,,sedan,0,0,0,Drum,10%,Medium,0,0,60,Aggressive,3 car length,0.5,1
805924,1,0,10-19y,high school,working class,0.366462663,1,before 2015,0,0,92101,14000.0,sedan,1,0,0,Drum,30%,High,0,0,70,Aggressive,2 car length,0.7,1
553534,3,1,30y+,university,upper class,0.470909943,1,before 2015,1,1,10238,13000.0,sedan,4,0,4,Drum,90%,High,1,1,90,Normal,2 car length,1.0,0
378176,3,1,30y+,high school,upper class,,1,after 2015,0,1,92101,10000.0,sports car,6,0,2,Disc,70%,Low,0,0,70,Normal,3 car length,0.7,1
374337,2,1,20-29y,high school,working class,0.455855724,0,before 2015,0,0,10238,13000.0,sedan,0,1,3,Drum,50%,Low,0,0,70,Aggressive,4 car length,0.6,0
865367,3,1,10-19y,high school,upper class,0.498769516,0,after 2015,1,1,10238,13000.0,sedan,2,1,1,Disc,30%,Low,0,0,55,Normal,1 car length,0.8,0
528129,2,0,20-29y,university,upper class,0.705973408,1,after 2015,1,1,10238,10000.0,sedan,2,0,0,Disc,50%,Medium,0,0,60,Normal,4 car length,0.4,0
532765,2,1,20-29y,university,upper class,0.646338541,1,before 2015,1,1,10238,12000.0,sedan,3,0,1,Drum,30%,Low,0,0,70,Normal,3 car length,0.6,0
804529,2,1,0-9y,university,upper class,0.667599327,1,before 2015,0,0,10238,10000.0,sedan,0,0,0,Drum,50%,Low,1,0,85,Normal,1 car length,0.7,1
51347,2,0,20-29y,university,upper class,,1,before 2015,1,1,10238,9000.0,sedan,5,0,2,Drum,30%,Low,0,1,60,Normal,4 car length,0.5,0
963521,2,1,20-29y,university,middle class,0.504517406,1,before 2015,0,1,10238,10000.0,sedan,3,0,0,Drum,50%,High,0,0,90,Conservative,3 car length,0.5,0
161641,1,0,10-19y,high school,working class,,1,before 2015,1,1,10238,8000.0,sedan,0,0,1,Drum,70%,Low,0,0,70,Normal,3 car length,0.5,0
422469,2,1,0-9y,university,upper class,0.592776086,1,after 2015,1,1,32765,8000.0,sedan,0,0,0,Drum,10%,Medium,1,0,70,Normal,3 car length,0.4,1
39165,1,1,10-19y,none,middle class,0.632036234,1,after 2015,0,1,10238,11000.0,sedan,3,0,2,Disc,10%,Low,1,1,70,Normal,4 car length,0.5,0
356599,2,0,0-9y,high school,upper class,0.753201898,1,after 2015,1,1,10238,,sedan,0,0,0,Disc,50%,Low,1,0,70,Normal,2 car length,0.4,0
284890,2,0,20-29y,high school,middle class,0.605674686,1,before 2015,1,1,32765,10000.0,sedan,5,0,2,Drum,10%,Medium,0,0,55,Normal,3 car length,0.7,0
353086,2,1,20-29y,high school,poverty,0.207432546,0,before 2015,0,0,10238,16000.0,sedan,2,1,0,Drum,10%,High,0,0,90,Normal,2 car length,0.6,0
771433,0,1,0-9y,high school,poverty,0.290792561,0,after 2015,1,1,10238,10000.0,sedan,0,0,0,Drum,50%,High,1,0,90,Normal,4 car length,0.7,1
355929,1,1,10-19y,high school,working class,0.475527688,1,after 2015,0,0,10238,17000.0,sedan,0,0,1,Disc,90%,Medium,1,0,70,Aggressive,3 car length,0.5,0
950726,2,1,20-29y,high school,working class,0.223684104,1,before 2015,1,0,10238,,sports car,3,0,0,Drum,10%,Medium,0,0,40,Normal,4 car length,0.5,0
62325,3,1,20-29y,none,upper class,0.590549596,0,after 2015,1,1,32765,12000.0,sedan,4,0,2,Drum,70%,Low,1,0,70,Normal,1 car length,0.9,1
